tracks,idTracks,artist,idArtist,nameAlbumTr,idAlbumTr,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
L'ultima notte,63mdY4U0KvnbMkUEc7FHN8,ARIETE,2T4kh33TYdnDesvlQyRst8,L'ultima notte,6tv1OcOYdYgDs6lvhYFQ40,0.618,0.687,2,-5.603,1,0.0446,0.268,0.0,0.126,0.398,94.037,157566
Orango Tango,7FFEELwOi1WO78d3jNR4jJ,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Orango Tango,71R5H4hXj8DpFdVlg1qchm,0.866,0.701,1,-5.636,1,0.214,0.442,2.02e-05,0.0539,0.778,139.981,184500
7 su 7,2E27zWyPLrjq2d38bOC2Xn,NASKA,4r1DHaB2yIhddOkTF92d1d,REBEL,0WRHoyqLqALdZ8te1QL20V,0.443,0.895,11,-4.85,1,0.198,0.00246,0.0,0.318,0.801,183.147,147586
Tommaso,140mKM0QazbT10CiJL5vwZ,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,La Vita Veramente,7fMZplj26uJA05g0wETUVf,0.745,0.904,7,-3.35,1,0.0497,0.02,5.46e-05,0.345,0.733,150.11,157640
Don't Look Back in Anger - Remastered,0UvCh63URrLFcPkKt99hHd,Oasis,2DaxqgrOhkeH0fpeiQq2f4,(What's The Story) Morning Glory? [Remastered],1VW1MFNstaJuygaoTPkdCk,0.327,0.938,0,-3.237,1,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,289560
Astronauti,4UmgAlxgHZbIdaVwXhob9H,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Astronauti,0py74UZ2RasKvcYjj3aZDf,0.73,0.74,0,-5.419,1,0.0809,0.0103,1.83e-05,0.233,0.619,120.068,186375
Brodo,7CXwOsJN3XBiud3Z1eFeeW,Laila Al Habash,6TlzdBQJ60fuenBUtDARlg,Brodo,7lZujMpNv1dJXSlTOGz4I8,0.626,0.532,9,-6.909,0,0.062,0.181,1.81e-05,0.143,0.392,80.036,217853
Davanti A Te,0bnujOwLlCGj5YC3zQRVyJ,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,La Vita Veramente,7fMZplj26uJA05g0wETUVf,0.744,0.651,2,-5.386,1,0.0593,0.00334,2.46e-06,0.221,0.438,99.938,194053
Riptide,7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,10exVja0key0uqUkk6LJRT,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280
Pincio,0ReLmYyWke7yAGa4uUOVgw,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Pincio,1Dz1t7tdWdtS2ZUgsiDs7N,0.516,0.653,7,-9.966,1,0.0897,0.157,0.00226,0.271,0.169,138.156,293913
Beggin',3Wrjm47oTz2sjIgck11l5e,Måneskin,0lAWpj5szCSwM4rUMHYmrr,Chosen,2qJw6w5XwQO0PQlSWPu7Tw,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560
CASTELLI DI LENZUOLA,6hLEPly11XS3mFlG9AyO4T,ARIETE,2T4kh33TYdnDesvlQyRst8,SPECCHIO,2siu332vR3M1qf1F9D7LY3,0.602,0.556,0,-5.967,1,0.0337,0.589,0.0,0.185,0.186,99.977,184253
FUORI DAI GUAI – with CARA,3A9thYM7FgbIgTWGhS20Ul,"['Fedez', 'CARA']","['3pgCLfNbw5ozIfoNsvDU7i', '5zB3Q6zAf7VWq0cfiHgzqf']",DISUMANO,3kg7VTOPL8oFCHvMaYtsVU,0.63,0.759,10,-4.011,1,0.244,0.249,0.0,0.0673,0.843,176.206,175057
La Meglio Gioventù,1KRTSDtOVwd4oTZ1gfzluB,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,La Meglio Gioventù,27YISdUuV8GRGMRuAvMdVz,0.768,0.705,4,-5.218,0,0.14,0.0115,3.32e-05,0.332,0.664,104.981,190286
Bagatelle,6PTxwEyZm0lI4nR970KPsz,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,Il Re è nudo,4z5i2lNMvMrdw6Gm2PhVia,0.538,0.675,4,-7.452,1,0.0412,0.0871,0.0,0.173,0.578,125.084,251918
Another Love,3JvKfv6T31zO0ini8iNItO,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,Long Way Down (Deluxe),0Gf1yE895FKK4YWVRuAeg8,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360
Shining Star,2ICxfKYY5R1EJTIE25r9rZ,"['Billy Porter', 'Cinderella Original Motion Picture Cast']","['3sjUEh7eXUEL5oZLAEZXD4', '4TAsZr2gYCDPlKkc0ezXZ8']",Cinderella (Soundtrack from the Amazon Original Movie),1zrMpRxr8tOAW75p4PrzHV,0.627,0.565,0,-4.656,1,0.0525,0.325,0.0,0.131,0.394,105.959,235723
ROMEO,4jHT8jtZe3DZGaqJjmkjyS,"['Margherita Vicario', 'DADE', 'Speranza']","['2UUqj8yIpJGSjEJgkL4IIY', '4a4Z6T50vqK7J1kjrYm2Uq', '0W0oW3iaBwbtcXqdDrfC6F']",ROMEO,7cmLfSBSi6TwG7LCjjw1MH,0.63,0.608,0,-7.453,1,0.224,0.0842,4.37e-06,0.0879,0.393,149.862,229687
Maledetta primavera,3U4yZniE7s9tDA037nUG2r,Loretta Goggi,0r310cYIlI5aMcuDTChNlO,I Grandi Successi: Loretta Goggi,0kxiJm9eISHVZ9LW8A3uNW,0.473,0.603,8,-6.242,1,0.0291,0.185,9.24e-05,0.566,0.352,136.104,253160
I'm Gonna Be (500 Miles),67iAlVNDDdddxqSD2EZhFs,The Proclaimers,1A92IAcd7A6npCA33oGM5i,Sunshine on Leith,5sK78apv4yOoXjxRL4kOdJ,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,219467
Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","['5BcAKTbp20cv7tC5VqPFoC', '3JhNCzhSMTxs9WLGJJxWOY', '4myTppRgh0rojLxx8RycOp', '4e0nWw2r4BoQSKPQ2zpU13']",The Heist,5QWHes9ODwn42DHTifGkXd,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432
Come Va,3nRk34K3sI8FVbb7vM3ucW,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Bingo,7Bdcup9YPQh5GNve2H0t4X,0.752,0.749,1,-6.773,1,0.0484,0.139,0.0018,0.114,0.319,95.01,162316
Unconditionally,009ImBOrIUlWgla8U05RAC,Katy Perry,6jJ0s89eD6GaHleKKya26X,PRISM,3jB9yFDwRe3KhtGnHXJntk,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,228879
Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,"['Sam Smith', 'Kim Petras']","['2wY79sveU1sp5g7SokKOiI', '3Xt3RrJMFv5SZkCfUE8C1J']",Unholy (feat. Kim Petras),0gX9tkL5njRax8ymWcXARi,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943
La Triste Storia Dei Ragazzi Di Provincia,6GqbjGT2Phm490iW8xPqcF,"['Il Pagante', 'Gemelli Diversi']","['1vKXVGgIDP1XXZX4Tehjtn', '1rmR17cbB34R3cKheHJBDZ']",Paninaro 2.0,2LEpMzVOh7gvrOrQQBaMSN,0.688,0.741,6,-5.582,1,0.131,0.0102,0.0,0.168,0.61,123.013,202683
Giubbottino,2BQdf2TPhykNwK3UhZK5Xx,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Giubbottino,3uasIOIAme0R7MVetA4xLH,0.754,0.678,0,-7.766,1,0.109,0.0128,2.74e-06,0.245,0.728,119.99,204250
BABAGANOUSH (feat. Pinguini Tattici Nucleari),39lO45AM0W7e2joynDxZAM,"['Madame', 'Pinguini Tattici Nucleari']","['1vgQksyJ0IVz8y9XerEOy3', '6RdcIWVKYYzNzjQRd3oyHS']",MADAME,7oF6ed3aSHU6aDD4MD3LIr,0.662,0.799,9,-4.996,1,0.324,0.125,0.0,0.131,0.483,180.106,187275
Boyfriend,59CfNbkERJ3NoTXDvoURjj,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,Boyfriend,4jUfPmvZGiRRJwULbfk1dc,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,153000
Miss Mondo Africa,59QLgUuQ2Lel4szX919x3O,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,Tante care cose,4kDPKnqhLo9WVqSEjgrv0u,0.659,0.852,2,-3.763,1,0.0734,0.0618,0.0,0.464,0.876,90.008,201333
Troppi Preti Troppe Suore,2Yqu17I4aySNBwlWCaIsIW,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Bingo,7Bdcup9YPQh5GNve2H0t4X,0.73,0.734,7,-4.476,1,0.191,0.161,0.0,0.0252,0.961,170.086,171529
La Bambola,3K5ZdQEvfg9XrD5RVCq7Hp,Dargen D'Amico,7muPB2GhV0sEg2K1Fgj0Xm,La Bambola,7rEV7fnmJYcp2fQjtdGpjc,0.7,0.671,3,-4.879,0,0.0824,0.101,0.0,0.171,0.704,130.035,187154
"Ballade No. 3 in A Flat Major, Op. 47",6dcLNkvKE7zsCUqsMYM0eT,"['Frédéric Chopin', 'Seong-Jin Cho']","['7y97mc3bZRFXzT2szRM4L4', '1p0J5PXJQMVqk5uVV4T1ja']",Chopin: Piano Concerto No. 1; Ballades (Deluxe),0jvv6FS3zxUe56530Gjq4d,0.396,0.0649,8,-22.608,1,0.0441,0.988,0.912,0.162,0.0848,67.023,469613
"Für Elise, WoO 59",247o8OIbxzEBGVrgZ58Hcu,Nelly Kokinos,6hpRhyx59f3xKAAQayjuCR,Piano relaxant : Le meilleur du piano classique,1DfQzPK0j80IlY38NXMHsu,0.303,0.107,9,-27.433,0,0.0473,0.994,0.877,0.0805,0.18,126.929,188467
MANDELA,3ToOxwXFZ8p6AGXhSk302Y,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,MANDELA,2H6vXgz7hBuD3RWO3CU2J9,0.721,0.61,5,-8.191,0,0.184,0.0119,0.0,0.101,0.51,134.998,186222
Dove Si Balla,3FVa0R2evbgjVOd3bejudr,Dargen D'Amico,7muPB2GhV0sEg2K1Fgj0Xm,Dove Si Balla,5iTNhsNPt2pesmEDZlcphf,0.592,0.603,0,-5.403,1,0.0933,0.176,0.0,0.123,0.437,145.94,198082
Ricordi,6Tj82tvIsDmfMTskuomuEq,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,Ricordi,4HTHn74exsZ0i3bClrCFef,0.678,0.656,9,-5.97,1,0.0349,0.101,0.0,0.227,0.597,135.012,202560
This Is The Life,2T3jgoAMbBXiMMD8pSc6QL,Amy Macdonald,1hJuGCUpefX24GFmss9bjH,This Is The Life (eDeluxe),5DaToG3KvHnUgTPqY4cEbq,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083,184413
La matrona,50G8DeYTqVclCXSpTj46tu,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,La matrona,5wyvQpmIi30EMjOUp7O4xA,0.431,0.649,9,-6.075,0,0.046,0.203,0.0,0.0799,0.489,69.657,217178
Una Sera,3nLZu8yaHzJgFqfYIKPMRo,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,La Vita Veramente,7fMZplj26uJA05g0wETUVf,0.748,0.467,0,-6.813,1,0.0361,0.451,0.0,0.0911,0.233,95.004,175000
ALTALENE (feat. Mara Sattei & Coez),6oNJqGeekJO8rADd2Mktvi,"['BLOODY VINYL', 'Slait', 'thasup', 'Mara Sattei', 'Coez']","['0VitAFMCI2apQxKzDjg1PU', '2KXYAKQTxHuUHDtVgeGn6w', '19i93sA0D7yS9dYoVNBqAA', '0zoMmzmyi8N8LwzhyXPvtk', '5dXlc7MnpaTeUIsHLVe3n4']",BV3,1maHuPQQphzi9TIJ55dNxW,0.647,0.692,6,-4.6,1,0.098,0.108,0.0,0.126,0.342,139.693,186853
Mille guerre,3CXFLrWD9LoyPbKPTSUkQH,ARIETE,2T4kh33TYdnDesvlQyRst8,18 anni,5jtxK6WzTvpWoqyfgkMxuS,0.538,0.579,6,-6.986,1,0.114,0.537,0.0,0.165,0.616,166.053,137562
Karma Sutra,0H72TPtI3fkyOBenuoVTUW,"['Selton', 'Margherita Vicario']","['3MR638pug3LlFmzFGAzjTl', '2UUqj8yIpJGSjEJgkL4IIY']",Karma Sutra,6oZU0JIPusGCirSq3rczFF,0.764,0.698,4,-7.496,1,0.171,0.553,0.0,0.466,0.84,140.019,198173
Le Onde,1ULzttQgU3Q9EaIpdoxF1T,Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,Le Onde,3noVhEOyuTVo9ajhELUq8V,0.242,0.154,2,-26.525,1,0.0564,0.975,0.897,0.0964,0.0489,123.077,324016
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",2MSgFefjK0T7Iwjvr3OKqV,"['Frédéric Chopin', 'Mikhail Pletnev']","['7y97mc3bZRFXzT2szRM4L4', '2YdRnOqBXCl9g8xCLcGh8C']","Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo",3hW1TEeZRJ01XycQFABjj9,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,259493
I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,Elton John,3PhoLpVuITZKcymswpck5b,Too Low For Zero,0OmYuz9hwn1XoqmDaU0yJ7,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440
Piña Colada (feat. Izi),2oEL58h1BkS1DY7raK6Ifl,"['Margherita Vicario', 'Izi']","['2UUqj8yIpJGSjEJgkL4IIY', '6289Bbkkk3gaCbh1K7Rv8F']",Piña Colada (feat. Izi),76xxZYuFhaJ2YsayvGoRlr,0.761,0.828,0,-5.611,1,0.182,0.207,0.0,0.0852,0.43,104.972,206000
Heroes - 2017 Remaster,7Jh1bpe76CNTCgdgAdBw4Z,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,"""Heroes"" (2017 Remaster)",4I5zzKYd2SKDgZ9DRf5LVk,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,371413
"Nocturne No. 19 in E Minor, Op. 72, No. 1",64LTn5fTsPR0QLy7bVYl9w,"['Frédéric Chopin', 'Benjamin Grosvenor']","['7y97mc3bZRFXzT2szRM4L4', '4imd50KIbHcyrStbIuZswj']","Benjamin Grosvenor: Chopin, Liszt, Ravel",5MyejkHGSoo5IfTum4VMiw,0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,241987
Somebody To Love - Remastered 2011,4rDbp1vnvEhieiccprPMdI,Queen,1dfeR4HaWDbWqFHLkxsg1d,A Day At The Races (Deluxe Edition 2011 Remaster),4KZGe18wZJbXL6JLW4KyLc,0.406,0.698,8,-7.024,1,0.0624,0.186,0.0,0.233,0.333,109.266,296480
Vienna,4U45aEWtQhrm8A5mxPaFZ7,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,The Stranger (Legacy Edition),1Mhn9VosyjtWn4dMPFlna6,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,214240
"LE RAGAZZE DI PORTA VENEZIA - THE MANIFESTO (feat. La Pina, Elodie, Priestess, Joan Thiele & Roshelle)",4av0a3aXP5zKjblhNBdQUk,"['M¥SS KETA', 'La Pina', 'Elodie', 'Priestess', 'Joan Thiele', 'Roshelle']","['594PwrFy2mmLueuUwUgoCM', '4rYRulP5rzQM1rzPXkW4Um', '7GgpsUpkj3olseoaTY7TEY', '4BrB1p7x1IT8ssky6wdOPT', '2X1CuKIwl9B7zMjXi41bi5', '05OYdU3diEpNYjaAHNaZTt']",LE RAGAZZE DI PORTA VENEZIA - THE MANIFESTO,6XkaNjaOGB72apENkI4Osg,0.649,0.701,7,-5.4,1,0.13,0.0952,0.0,0.242,0.845,81.719,214810
scuol4,1V7hvLe3fpZTMoqKLkBDgW,thasup,19i93sA0D7yS9dYoVNBqAA,23 6451,42wflBbrb9OchJfd3qiGRO,0.696,0.7,2,-5.573,1,0.0663,0.143,0.0,0.0431,0.771,136.207,169589
Ferma A Guardare (feat. Pinguini Tattici Nucleari),1eDC4NiUYgQSKpKDIvXxi4,"['Ernia', 'Pinguini Tattici Nucleari']","['3fhMfkPPzksWuw0hEm4ldm', '6RdcIWVKYYzNzjQRd3oyHS']",Gemelli,2hHDTcf1MzvkDdFm0CEujn,0.585,0.724,9,-5.611,0,0.0967,0.445,0.0,0.1,0.547,162.05,213543
SUPERMODEL,63WuQOXohQIxOxIFA2K7bR,Måneskin,0lAWpj5szCSwM4rUMHYmrr,SUPERMODEL,5jhbLeXH1a3SRSOg84GSUn,0.636,0.876,7,-3.413,1,0.0555,0.00164,0.0,0.117,0.799,120.983,148064
Just the Two of Us,5fdNHVZHbWB1AaXk4RBGVD,"Grover Washington, Jr.",05YVYeV4HxYp5rrWalvuE1,Winelight,50gtvo0hufJj06ipbOjAiU,0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,443773
Umbrella,49FYlytm3dAAraYgpoJZux,"['Rihanna', 'JAY-Z']","['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB']",Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987
VIOLA – with Salmo,6UMOpKOam549hPEhpLtS9L,"['Fedez', 'Salmo']","['3pgCLfNbw5ozIfoNsvDU7i', '3hBQ4zniNdQf1cqqo6hzuW']",VIOLA – with Salmo,4QzGtuqMCLDo8dbyKfbLeC,0.63,0.748,10,-4.497,1,0.0802,0.0279,0.0,0.214,0.906,92.938,182339
THE LONELIEST,1Ame8XTX6QHY0l0ahqUhgv,Måneskin,0lAWpj5szCSwM4rUMHYmrr,THE LONELIEST,1DFNeS38zvoPkx9wwMEwbc,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786,247067
Troppo Top,501CDgoWonAWpp7FCyPkIW,"['Federico Lauri', 'Roberta Serafini']","['7AkzGsoFvGsnmXGizFELHv', '6xyHS7u850uXBQNau8dKtt']",Troppo Top,3PnO22xHB7BnQstCUU1yvV,0.783,0.77,7,-7.288,0,0.0973,0.0752,2.85e-05,0.0619,0.685,94.968,175579
POLKA 3,2vAyFmd5LfkSCIHA8uuya1,"['Rosa Chemical', 'Bdope']","['5gYADZXuZoaJwrwfAPbKuH', '3SGb7Dlm2pmV7qIQHUzRtB']",POLKA 3,01FptTpR6L414vPn4r6FKn,0.72,0.78,5,-5.173,1,0.279,0.0351,0.0,0.146,0.666,124.046,160645
"Nocturne No. 7 in C-Sharp Minor, Op. 27 No. 1",6TkDRZTjNLZZcrSQyjUSZZ,"['Frédéric Chopin', 'Vladimir Ashkenazy']","['7y97mc3bZRFXzT2szRM4L4', '20iZXzMb8LoWXOeca32i82']",Chopin: Nocturnes; Four Ballades,0lrM7kR5o7iqkajLKIlzRg,0.272,0.0124,1,-21.092,1,0.0411,0.988,0.893,0.144,0.0466,71.835,326000
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",2u9VGZmVz7Rm01SfDgzcfA,"['Franz Liszt', 'Lang Lang']","['1385hLNbrnbCJGokfH2ac2', '1YZhNFBxkEB5UKTgMDvot4']",Liszt - My Piano Hero,39Hh5k01di42nUCLn8Wxqu,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,293147
"Prelude & Fugue in C Minor (Well-Tempered Clavier, Book I, No. 2), BWV 847: I. Prelude",3tRT6unYEvgBTbAdAWPSVp,"['Johann Sebastian Bach', 'Víkingur Ólafsson']","['5aIqB5nVVvmFsvSdExz408', '0iqgjl0OG3z53PZVIB7ZyD']",Johann Sebastian Bach,55XdhiY6nd3iij8msqiagR,0.388,0.18,0,-25.022,0,0.0338,0.991,0.896,0.0965,0.384,64.889,84453
Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,7ci2JgRHMiVIAueWOiWMye,"['Johann Pachelbel', 'Jean-François Paillard', 'Orchestre de chambre Jean-François Paillard']","['62TD7509VQIxUe4WpwO0s3', '2YBQnjSxJ4GZyKh6VHEOEG', '0rssD81jXF0qfMH4n7CYAn']","Pachelbel: Canon - Albinoni: Adagio - Bach, Bonporti, Molter: Works",7jjGzvUCag9B1lA7fzVz3W,0.145,0.14,2,-19.633,1,0.0385,0.817,0.438,0.112,0.288,152.918,377227
"Nocturne No. 12 in G Major, Op. 37, No. 2",6EriOgK7cLzYsnNEHTnY36,"['Frédéric Chopin', 'Idil Biret']","['7y97mc3bZRFXzT2szRM4L4', '5SBOWUBQdfga0xprPVBxOr']","Chopin: Nocturnes, Vol. 2",3WnONXHPKROuUtLFKvtPQT,0.269,0.00976,7,-32.425,1,0.0421,0.994,0.951,0.0935,0.0551,172.058,343000
"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",2Hnurh1BcigGbCGFOb4Uid,"['Franz Liszt', 'Lang Lang']","['1385hLNbrnbCJGokfH2ac2', '1YZhNFBxkEB5UKTgMDvot4']",Liszt - My Piano Hero,39Hh5k01di42nUCLn8Wxqu,0.28,0.287,8,-22.167,0,0.0367,0.931,0.888,0.0762,0.509,87.953,287987
Rondo Alla Turca,4k038uwzZINTcDz1ApzHJ8,"['Wolfgang Amadeus Mozart', 'Klára Würtz']","['4NJhFmfw43RLBLjQvxDuRS', '6tmD8b0VdHX1k3RVDf1krI']","Children's Corner, Pianomuziek For Children Part: 2",7BB3lv7G4Bejwskoj0Zsju,0.555,0.206,2,-19.826,1,0.0453,0.993,0.924,0.113,0.701,132.863,206500
ABAUÉ (Morte di un Trap Boy),4lY8zSMSnRNRuHTtNm3qou,"['Margherita Vicario', 'DADE']","['2UUqj8yIpJGSjEJgkL4IIY', '4a4Z6T50vqK7J1kjrYm2Uq']",ABAUÉ (Morte di un Trap Boy),0Lvfs1NOldYWhdKyNXUZce,0.599,0.723,7,-6.498,1,0.077,0.00633,0.00046,0.546,0.573,145.904,211233
Pompeii,4Ub8UsjWuewQrPhuepfVpd,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,All This Bad Blood,5G6oMu9zNW2acdV0lqzI3L,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148
Viva La Vida,3Fcfwhm8oRrBvBZ8KGhtea,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida or Death and All His Friends,0cnd1tlGnbfScH1KWwgxan,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373
Master Blaster (Jammin'),5EAgXGJ8Kw5QAfhQkZXYqT,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Hotter Than July,2tO3rrZ6q3OjHJMGVo13dh,0.877,0.422,10,-14.933,0,0.0546,0.04,0.000406,0.182,0.97,131.103,307933
SESSO OCCASIONALE,0Dz9zyx2w3zYtRK6yp3VKD,Tananai,35V1WomiedCJeGfupcPm7s,SESSO OCCASIONALE,51lcCxrqnkTxRLbmbL7KX6,0.647,0.857,0,-4.23,1,0.0654,0.00725,0.0,0.0608,0.659,130.007,195923
Baby Mama,2XMuzAVJI2cWIrXkdIg7JH,"['Vipra', 'Margherita Vicario', 'Mr. Monkey']","['6RubjTZ123VH3iDaGbi7hM', '2UUqj8yIpJGSjEJgkL4IIY', '1sHljqzdPCaYRcFrkHW8if']","Simpatico, solare, in cerca di amicizie",10QiBGYGiaY4M4awCHwOxA,0.783,0.615,7,-9.407,1,0.143,0.0035,0.0,0.0726,0.523,128.019,178125
Lemon Tree,1yr9HpAu3prvxmq783ZELn,Fools Garden,0jRqFvRKCDryHOgrgFqsKG,Dish of the Day,1VQkUcV1j0hbsZAFghmeXh,0.663,0.477,1,-8.839,1,0.0414,0.644,0.0,0.122,0.643,143.173,191027
"I'll Be There for You (Theme from ""Friends')",1lfjTOtTRUDkzcmahA4lcs,The Rembrandts,0gDg7FEsF4Y1jWddJJgcn4,I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],4CO85kzQhLUTWkVBoQ4OKu,0.258,0.919,9,-6.927,1,0.0809,0.065,0.0,0.279,0.636,93.62,187293
Lake Washington Boulevard,6Jn9qoprkuSfsRW7tTRkOV,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,Fuori dall'Hype,0YuaTmnune0LCqLSNhHu6I,0.708,0.745,7,-3.249,1,0.0367,0.234,0.0,0.0654,0.808,110.003,228467
Woman,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Planet Her,1nAQbHeOWTfQzbOoFrvndW,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627
I Am What I Am,1FtqYazfNvsqR4CQvzrrD3,Emma Muscat,112CaF6ayJD0CIe64FjhhX,I Am What I Am,2IXU4jYEgRFMJiOsdLM2Pw,0.563,0.712,7,-4.828,1,0.0296,0.037,0.0,0.0865,0.383,97.875,182196
In corpore sano,1JaOUMmaSZlWfONvT4HTlg,Konstrakta,0mrbJs6eUt85g1ozyYMiUt,In corpore sano,5OrxFHIvmC4KkSLQI8yhsI,0.922,0.705,0,-7.457,1,0.0841,0.00641,1.47e-05,0.169,0.629,135.944,179483
Alfonso Signorini (Eroe nazionale) (feat. Elio),4pJK3wv0sGPRXJlUmNLdhL,"['Fedez', 'Elio']","['3pgCLfNbw5ozIfoNsvDU7i', '4fAcCJXrMphUUFnchfrg8d']",Sig. Brainwash - L'arte di accontentare,5UFH2YhqQrLueUlvLhvLRd,0.778,0.828,0,-5.843,1,0.155,0.00983,0.0,0.209,0.625,127.076,193933
Spreco di potenziale,2quJ0E55aBpm2Dcu58GhMV,Ditonellapiaga,7HtzacrJpksCiS6qHypb8l,Camouflage,7rnYrNvJzlPSYcvjAO95UO,0.6,0.344,5,-8.627,1,0.25,0.691,0.0,0.0898,0.41,79.965,172000
Runaway Baby,7hCNBVRhHzcsRAv0TQnOzq,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,0.658,0.762,10,-3.028,0,0.0425,0.263,0.0,0.127,0.823,163.864,148448
The Bare Necessities - Evian Remix,1cODR5REbYiQMj4rlapaq1,Craash,0FuInVxnNPPri8yITrniSh,The Bare Necessities,4AiAA72qffDO8z3GevlPUF,0.792,0.738,0,-5.965,1,0.114,0.0468,1.78e-06,0.11,0.396,103.992,141256
CLUB,71ldpwclSliEuoun5SAAWP,ARIETE,2T4kh33TYdnDesvlQyRst8,CLUB,7HbfGtBHuP8tHWmIEuJfKn,0.667,0.705,8,-5.01,1,0.0422,0.412,0.0,0.0933,0.492,143.067,169346
